Field ID,Description,Category,Type
25218,Mean L1 in posterior limb of internal capsule on FA skeleton (right),dMRI skeleton,
25229,Mean L1 in posterior thalamic radiation on FA skeleton (left),dMRI skeleton,
25228,Mean L1 in posterior thalamic radiation on FA skeleton (right),dMRI skeleton,
25221,Mean L1 in retrolenticular part of internal capsule on FA skeleton (left),dMRI skeleton,
25220,Mean L1 in retrolenticular part of internal capsule on FA skeleton (right),dMRI skeleton,
25231,Mean L1 in sagittal stratum on FA skeleton (left),dMRI skeleton,
25230,Mean L1 in sagittal stratum on FA skeleton (right),dMRI skeleton,
25204,Mean L1 in splenium of corpus callosum on FA skeleton,dMRI skeleton,
25213,Mean L1 in superior cerebellar peduncle on FA skeleton (left),dMRI skeleton,
25212,Mean L1 in superior cerebellar peduncle on FA skeleton (right),dMRI skeleton,
25225,Mean L1 in superior corona radiata on FA skeleton (left),dMRI skeleton,
25224,Mean L1 in superior corona radiata on FA skeleton (right),dMRI skeleton,
25243,Mean L1 in superior fronto-occipital fasciculus on FA skeleton (left),dMRI skeleton,
25242,Mean L1 in superior fronto-occipital fasciculus on FA skeleton (right),dMRI skeleton,
25241,Mean L1 in superior longitudinal fasciculus on FA skeleton (left),dMRI skeleton,
25240,Mean L1 in superior longitudinal fasciculus on FA skeleton (right),dMRI skeleton,
25247,Mean L1 in tapetum on FA skeleton (left),dMRI skeleton,
25246,Mean L1 in tapetum on FA skeleton (right),dMRI skeleton,
25245,Mean L1 in uncinate fasciculus on FA skeleton (left),dMRI skeleton,
25244,Mean L1 in uncinate fasciculus on FA skeleton (right),dMRI skeleton,
25271,Mean L2 in anterior corona radiata on FA skeleton (left),dMRI skeleton,
25270,Mean L2 in anterior corona radiata on FA skeleton (right),dMRI skeleton,
25265,Mean L2 in anterior limb of internal capsule on FA skeleton (left),dMRI skeleton,
25264,Mean L2 in anterior limb of internal capsule on FA skeleton (right),dMRI skeleton,
25251,Mean L2 in body of corpus callosum on FA skeleton,dMRI skeleton,
25263,Mean L2 in cerebral peduncle on FA skeleton (left),dMRI skeleton,
25262,Mean L2 in cerebral peduncle on FA skeleton (right),dMRI skeleton,
25283,Mean L2 in cingulum cingulate gyrus on FA skeleton (left),dMRI skeleton,
25282,Mean L2 in cingulum cingulate gyrus on FA skeleton (right),dMRI skeleton,
25285,Mean L2 in cingulum hippocampus on FA skeleton (left),dMRI skeleton,
25284,Mean L2 in cingulum hippocampus on FA skeleton (right),dMRI skeleton,
25255,Mean L2 in corticospinal tract on FA skeleton (left),dMRI skeleton,
25254,Mean L2 in corticospinal tract on FA skeleton (right),dMRI skeleton,
25281,Mean L2 in external capsule on FA skeleton (left),dMRI skeleton,
25280,Mean L2 in external capsule on FA skeleton (right),dMRI skeleton,
25287,Mean L2 in fornix cres+stria terminalis on FA skeleton (left),dMRI skeleton,
25286,Mean L2 in fornix cres+stria terminalis on FA skeleton (right),dMRI skeleton,
25253,Mean L2 in fornix on FA skeleton,dMRI skeleton,
25250,Mean L2 in genu of corpus callosum on FA skeleton,dMRI skeleton,
25259,Mean L2 in inferior cerebellar peduncle on FA skeleton (left),dMRI skeleton,
25258,Mean L2 in inferior cerebellar peduncle on FA skeleton (right),dMRI skeleton,
25257,Mean L2 in medial lemniscus on FA skeleton (left),dMRI skeleton,
25256,Mean L2 in medial lemniscus on FA skeleton (right),dMRI skeleton,
25248,Mean L2 in middle cerebellar peduncle on FA skeleton,dMRI skeleton,
25249,Mean L2 in pontine crossing tract on FA skeleton,dMRI skeleton,
25275,Mean L2 in posterior corona radiata on FA skeleton (left),dMRI skeleton,
25274,Mean L2 in posterior corona radiata on FA skeleton (right),dMRI skeleton,
25267,Mean L2 in posterior limb of internal capsule on FA skeleton (left),dMRI skeleton,
25266,Mean L2 in posterior limb of internal capsule on FA skeleton (right),dMRI skeleton,
25277,Mean L2 in posterior thalamic radiation on FA skeleton (left),dMRI skeleton,
25276,Mean L2 in posterior thalamic radiation on FA skeleton (right),dMRI skeleton,
25269,Mean L2 in retrolenticular part of internal capsule on FA skeleton (left),dMRI skeleton,
25268,Mean L2 in retrolenticular part of internal capsule on FA skeleton (right),dMRI skeleton,
25279,Mean L2 in sagittal stratum on FA skeleton (left),dMRI skeleton,
25278,Mean L2 in sagittal stratum on FA skeleton (right),dMRI skeleton,
25252,Mean L2 in splenium of corpus callosum on FA skeleton,dMRI skeleton,
25261,Mean L2 in superior cerebellar peduncle on FA skeleton (left),dMRI skeleton,
25260,Mean L2 in superior cerebellar peduncle on FA skeleton (right),dMRI skeleton,
25273,Mean L2 in superior corona radiata on FA skeleton (left),dMRI skeleton,
25272,Mean L2 in superior corona radiata on FA skeleton (right),dMRI skeleton,
25291,Mean L2 in superior fronto-occipital fasciculus on FA skeleton (left),dMRI skeleton,
25290,Mean L2 in superior fronto-occipital fasciculus on FA skeleton (right),dMRI skeleton,
25289,Mean L2 in superior longitudinal fasciculus on FA skeleton (left),dMRI skeleton,
25288,Mean L2 in superior longitudinal fasciculus on FA skeleton (right),dMRI skeleton,
25295,Mean L2 in tapetum on FA skeleton (left),dMRI skeleton,
25294,Mean L2 in tapetum on FA skeleton (right),dMRI skeleton,
25293,Mean L2 in uncinate fasciculus on FA skeleton (left),dMRI skeleton,
25292,Mean L2 in uncinate fasciculus on FA skeleton (right),dMRI skeleton,
25319,Mean L3 in anterior corona radiata on FA skeleton (left),dMRI skeleton,
25318,Mean L3 in anterior corona radiata on FA skeleton (right),dMRI skeleton,
25313,Mean L3 in anterior limb of internal capsule on FA skeleton (left),dMRI skeleton,
25312,Mean L3 in anterior limb of internal capsule on FA skeleton (right),dMRI skeleton,
25299,Mean L3 in body of corpus callosum on FA skeleton,dMRI skeleton,
25311,Mean L3 in cerebral peduncle on FA skeleton (left),dMRI skeleton,
25310,Mean L3 in cerebral peduncle on FA skeleton (right),dMRI skeleton,
25331,Mean L3 in cingulum cingulate gyrus on FA skeleton (left),dMRI skeleton,
25330,Mean L3 in cingulum cingulate gyrus on FA skeleton (right),dMRI skeleton,
25333,Mean L3 in cingulum hippocampus on FA skeleton (left),dMRI skeleton,
25332,Mean L3 in cingulum hippocampus on FA skeleton (right),dMRI skeleton,
25303,Mean L3 in corticospinal tract on FA skeleton (left),dMRI skeleton,
25302,Mean L3 in corticospinal tract on FA skeleton (right),dMRI skeleton,
25329,Mean L3 in external capsule on FA skeleton (left),dMRI skeleton,
25328,Mean L3 in external capsule on FA skeleton (right),dMRI skeleton,
25335,Mean L3 in fornix cres+stria terminalis on FA skeleton (left),dMRI skeleton,
25334,Mean L3 in fornix cres+stria terminalis on FA skeleton (right),dMRI skeleton,
25301,Mean L3 in fornix on FA skeleton,dMRI skeleton,
25298,Mean L3 in genu of corpus callosum on FA skeleton,dMRI skeleton,
25307,Mean L3 in inferior cerebellar peduncle on FA skeleton (left),dMRI skeleton,
25306,Mean L3 in inferior cerebellar peduncle on FA skeleton (right),dMRI skeleton,
25305,Mean L3 in medial lemniscus on FA skeleton (left),dMRI skeleton,
25304,Mean L3 in medial lemniscus on FA skeleton (right),dMRI skeleton,
25296,Mean L3 in middle cerebellar peduncle on FA skeleton,dMRI skeleton,
25297,Mean L3 in pontine crossing tract on FA skeleton,dMRI skeleton,
25323,Mean L3 in posterior corona radiata on FA skeleton (left),dMRI skeleton,
25322,Mean L3 in posterior corona radiata on FA skeleton (right),dMRI skeleton,
25315,Mean L3 in posterior limb of internal capsule on FA skeleton (left),dMRI skeleton,
25314,Mean L3 in posterior limb of internal capsule on FA skeleton (right),dMRI skeleton,
25325,Mean L3 in posterior thalamic radiation on FA skeleton (left),dMRI skeleton,
25324,Mean L3 in posterior thalamic radiation on FA skeleton (right),dMRI skeleton,
25317,Mean L3 in retrolenticular part of internal capsule on FA skeleton (left),dMRI skeleton,
25316,Mean L3 in retrolenticular part of internal capsule on FA skeleton (right),dMRI skeleton,
25327,Mean L3 in sagittal stratum on FA skeleton (left),dMRI skeleton,
25326,Mean L3 in sagittal stratum on FA skeleton (right),dMRI skeleton,
25300,Mean L3 in splenium of corpus callosum on FA skeleton,dMRI skeleton,
25309,Mean L3 in superior cerebellar peduncle on FA skeleton (left),dMRI skeleton,
25308,Mean L3 in superior cerebellar peduncle on FA skeleton (right),dMRI skeleton,
25321,Mean L3 in superior corona radiata on FA skeleton (left),dMRI skeleton,
25320,Mean L3 in superior corona radiata on FA skeleton (right),dMRI skeleton,
25339,Mean L3 in superior fronto-occipital fasciculus on FA skeleton (left),dMRI skeleton,
25338,Mean L3 in superior fronto-occipital fasciculus on FA skeleton (right),dMRI skeleton,
25337,Mean L3 in superior longitudinal fasciculus on FA skeleton (left),dMRI skeleton,
25336,Mean L3 in superior longitudinal fasciculus on FA skeleton (right),dMRI skeleton,
25343,Mean L3 in tapetum on FA skeleton (left),dMRI skeleton,
25342,Mean L3 in tapetum on FA skeleton (right),dMRI skeleton,
25341,Mean L3 in uncinate fasciculus on FA skeleton (left),dMRI skeleton,
25340,Mean L3 in uncinate fasciculus on FA skeleton (right),dMRI skeleton,
25127,Mean MD in anterior corona radiata on FA skeleton (left),dMRI skeleton,
25126,Mean MD in anterior corona radiata on FA skeleton (right),dMRI skeleton,
25121,Mean MD in anterior limb of internal capsule on FA skeleton (left),dMRI skeleton,
25120,Mean MD in anterior limb of internal capsule on FA skeleton (right),dMRI skeleton,
25107,Mean MD in body of corpus callosum on FA skeleton,dMRI skeleton,
25119,Mean MD in cerebral peduncle on FA skeleton (left),dMRI skeleton,
25118,Mean MD in cerebral peduncle on FA skeleton (right),dMRI skeleton,
25139,Mean MD in cingulum cingulate gyrus on FA skeleton (left),dMRI skeleton,
25138,Mean MD in cingulum cingulate gyrus on FA skeleton (right),dMRI skeleton,
25141,Mean MD in cingulum hippocampus on FA skeleton (left),dMRI skeleton,
25140,Mean MD in cingulum hippocampus on FA skeleton (right),dMRI skeleton,
25111,Mean MD in corticospinal tract on FA skeleton (left),dMRI skeleton,
25110,Mean MD in corticospinal tract on FA skeleton (right),dMRI skeleton,
25137,Mean MD in external capsule on FA skeleton (left),dMRI skeleton,
25136,Mean MD in external capsule on FA skeleton (right),dMRI skeleton,
25143,Mean MD in fornix cres+stria terminalis on FA skeleton (left),dMRI skeleton,
25142,Mean MD in fornix cres+stria terminalis on FA skeleton (right),dMRI skeleton,
25109,Mean MD in fornix on FA skeleton,dMRI skeleton,
25106,Mean MD in genu of corpus callosum on FA skeleton,dMRI skeleton,
25115,Mean MD in inferior cerebellar peduncle on FA skeleton (left),dMRI skeleton,
25114,Mean MD in inferior cerebellar peduncle on FA skeleton (right),dMRI skeleton,
25113,Mean MD in medial lemniscus on FA skeleton (left),dMRI skeleton,
25112,Mean MD in medial lemniscus on FA skeleton (right),dMRI skeleton,
25104,Mean MD in middle cerebellar peduncle on FA skeleton,dMRI skeleton,
25105,Mean MD in pontine crossing tract on FA skeleton,dMRI skeleton,
25131,Mean MD in posterior corona radiata on FA skeleton (left),dMRI skeleton,
25130,Mean MD in posterior corona radiata on FA skeleton (right),dMRI skeleton,
25123,Mean MD in posterior limb of internal capsule on FA skeleton (left),dMRI skeleton,
25122,Mean MD in posterior limb of internal capsule on FA skeleton (right),dMRI skeleton,
25133,Mean MD in posterior thalamic radiation on FA skeleton (left),dMRI skeleton,
25132,Mean MD in posterior thalamic radiation on FA skeleton (right),dMRI skeleton,
25125,Mean MD in retrolenticular part of internal capsule on FA skeleton (left),dMRI skeleton,
25124,Mean MD in retrolenticular part of internal capsule on FA skeleton (right),dMRI skeleton,
25135,Mean MD in sagittal stratum on FA skeleton (left),dMRI skeleton,
25134,Mean MD in sagittal stratum on FA skeleton (right),dMRI skeleton,
25108,Mean MD in splenium of corpus callosum on FA skeleton,dMRI skeleton,
25117,Mean MD in superior cerebellar peduncle on FA skeleton (left),dMRI skeleton,
25116,Mean MD in superior cerebellar peduncle on FA skeleton (right),dMRI skeleton,
25129,Mean MD in superior corona radiata on FA skeleton (left),dMRI skeleton,
25128,Mean MD in superior corona radiata on FA skeleton (right),dMRI skeleton,
25147,Mean MD in superior fronto-occipital fasciculus on FA skeleton (left),dMRI skeleton,
25146,Mean MD in superior fronto-occipital fasciculus on FA skeleton (right),dMRI skeleton,
25145,Mean MD in superior longitudinal fasciculus on FA skeleton (left),dMRI skeleton,
25144,Mean MD in superior longitudinal fasciculus on FA skeleton (right),dMRI skeleton,
25151,Mean MD in tapetum on FA skeleton (left),dMRI skeleton,
25150,Mean MD in tapetum on FA skeleton (right),dMRI skeleton,
25149,Mean MD in uncinate fasciculus on FA skeleton (left),dMRI skeleton,
25148,Mean MD in uncinate fasciculus on FA skeleton (right),dMRI skeleton,
25175,Mean MO in anterior corona radiata on FA skeleton (left),dMRI skeleton,
25174,Mean MO in anterior corona radiata on FA skeleton (right),dMRI skeleton,
25169,Mean MO in anterior limb of internal capsule on FA skeleton (left),dMRI skeleton,
25168,Mean MO in anterior limb of internal capsule on FA skeleton (right),dMRI skeleton,
25155,Mean MO in body of corpus callosum on FA skeleton,dMRI skeleton,
25167,Mean MO in cerebral peduncle on FA skeleton (left),dMRI skeleton,
25166,Mean MO in cerebral peduncle on FA skeleton (right),dMRI skeleton,
25187,Mean MO in cingulum cingulate gyrus on FA skeleton (left),dMRI skeleton,
25186,Mean MO in cingulum cingulate gyrus on FA skeleton (right),dMRI skeleton,
25189,Mean MO in cingulum hippocampus on FA skeleton (left),dMRI skeleton,
25188,Mean MO in cingulum hippocampus on FA skeleton (right),dMRI skeleton,
25159,Mean MO in corticospinal tract on FA skeleton (left),dMRI skeleton,
25158,Mean MO in corticospinal tract on FA skeleton (right),dMRI skeleton,
25185,Mean MO in external capsule on FA skeleton (left),dMRI skeleton,
25184,Mean MO in external capsule on FA skeleton (right),dMRI skeleton,
25191,Mean MO in fornix cres+stria terminalis on FA skeleton (left),dMRI skeleton,
25190,Mean MO in fornix cres+stria terminalis on FA skeleton (right),dMRI skeleton,
25157,Mean MO in fornix on FA skeleton,dMRI skeleton,
25154,Mean MO in genu of corpus callosum on FA skeleton,dMRI skeleton,
25163,Mean MO in inferior cerebellar peduncle on FA skeleton (left),dMRI skeleton,
25162,Mean MO in inferior cerebellar peduncle on FA skeleton (right),dMRI skeleton,
25161,Mean MO in medial lemniscus on FA skeleton (left),dMRI skeleton,
25160,Mean MO in medial lemniscus on FA skeleton (right),dMRI skeleton,
25152,Mean MO in middle cerebellar peduncle on FA skeleton,dMRI skeleton,
25153,Mean MO in pontine crossing tract on FA skeleton,dMRI skeleton,
25179,Mean MO in posterior corona radiata on FA skeleton (left),dMRI skeleton,
25178,Mean MO in posterior corona radiata on FA skeleton (right),dMRI skeleton,
25171,Mean MO in posterior limb of internal capsule on FA skeleton (left),dMRI skeleton,
25170,Mean MO in posterior limb of internal capsule on FA skeleton (right),dMRI skeleton,
25181,Mean MO in posterior thalamic radiation on FA skeleton (left),dMRI skeleton,
25180,Mean MO in posterior thalamic radiation on FA skeleton (right),dMRI skeleton,
25173,Mean MO in retrolenticular part of internal capsule on FA skeleton (left),dMRI skeleton,
25172,Mean MO in retrolenticular part of internal capsule on FA skeleton (right),dMRI skeleton,
25183,Mean MO in sagittal stratum on FA skeleton (left),dMRI skeleton,
25182,Mean MO in sagittal stratum on FA skeleton (right),dMRI skeleton,
25156,Mean MO in splenium of corpus callosum on FA skeleton,dMRI skeleton,
25165,Mean MO in superior cerebellar peduncle on FA skeleton (left),dMRI skeleton,
25164,Mean MO in superior cerebellar peduncle on FA skeleton (right),dMRI skeleton,
25177,Mean MO in superior corona radiata on FA skeleton (left),dMRI skeleton,
25176,Mean MO in superior corona radiata on FA skeleton (right),dMRI skeleton,
25195,Mean MO in superior fronto-occipital fasciculus on FA skeleton (left),dMRI skeleton,
25194,Mean MO in superior fronto-occipital fasciculus on FA skeleton (right),dMRI skeleton,
25193,Mean MO in superior longitudinal fasciculus on FA skeleton (left),dMRI skeleton,
25192,Mean MO in superior longitudinal fasciculus on FA skeleton (right),dMRI skeleton,
25199,Mean MO in tapetum on FA skeleton (left),dMRI skeleton,
25198,Mean MO in tapetum on FA skeleton (right),dMRI skeleton,
25197,Mean MO in uncinate fasciculus on FA skeleton (left),dMRI skeleton,
25196,Mean MO in uncinate fasciculus on FA skeleton (right),dMRI skeleton,
25415,Mean OD in anterior corona radiata on FA skeleton (left),dMRI skeleton,
25414,Mean OD in anterior corona radiata on FA skeleton (right),dMRI skeleton,
25409,Mean OD in anterior limb of internal capsule on FA skeleton (left),dMRI skeleton,
25408,Mean OD in anterior limb of internal capsule on FA skeleton (right),dMRI skeleton,
25395,Mean OD in body of corpus callosum on FA skeleton,dMRI skeleton,
25407,Mean OD in cerebral peduncle on FA skeleton (left),dMRI skeleton,
25406,Mean OD in cerebral peduncle on FA skeleton (right),dMRI skeleton,
25427,Mean OD in cingulum cingulate gyrus on FA skeleton (left),dMRI skeleton,
25426,Mean OD in cingulum cingulate gyrus on FA skeleton (right),dMRI skeleton,
25429,Mean OD in cingulum hippocampus on FA skeleton (left),dMRI skeleton,
25428,Mean OD in cingulum hippocampus on FA skeleton (right),dMRI skeleton,
25399,Mean OD in corticospinal tract on FA skeleton (left),dMRI skeleton,
25398,Mean OD in corticospinal tract on FA skeleton (right),dMRI skeleton,
25425,Mean OD in external capsule on FA skeleton (left),dMRI skeleton,
25424,Mean OD in external capsule on FA skeleton (right),dMRI skeleton,
25431,Mean OD in fornix cres+stria terminalis on FA skeleton (left),dMRI skeleton,
25430,Mean OD in fornix cres+stria terminalis on FA skeleton (right),dMRI skeleton,
25397,Mean OD in fornix on FA skeleton,dMRI skeleton,
25394,Mean OD in genu of corpus callosum on FA skeleton,dMRI skeleton,
25403,Mean OD in inferior cerebellar peduncle on FA skeleton (left),dMRI skeleton,
25402,Mean OD in inferior cerebellar peduncle on FA skeleton (right),dMRI skeleton,
25401,Mean OD in medial lemniscus on FA skeleton (left),dMRI skeleton,
25400,Mean OD in medial lemniscus on FA skeleton (right),dMRI skeleton,
25392,Mean OD in middle cerebellar peduncle on FA skeleton,dMRI skeleton,
25393,Mean OD in pontine crossing tract on FA skeleton,dMRI skeleton,
25419,Mean OD in posterior corona radiata on FA skeleton (left),dMRI skeleton,
25418,Mean OD in posterior corona radiata on FA skeleton (right),dMRI skeleton,
25411,Mean OD in posterior limb of internal capsule on FA skeleton (left),dMRI skeleton,
25410,Mean OD in posterior limb of internal capsule on FA skeleton (right),dMRI skeleton,
25421,Mean OD in posterior thalamic radiation on FA skeleton (left),dMRI skeleton,
25420,Mean OD in posterior thalamic radiation on FA skeleton (right),dMRI skeleton,
25413,Mean OD in retrolenticular part of internal capsule on FA skeleton (left),dMRI skeleton,
25412,Mean OD in retrolenticular part of internal capsule on FA skeleton (right),dMRI skeleton,
25423,Mean OD in sagittal stratum on FA skeleton (left),dMRI skeleton,
25422,Mean OD in sagittal stratum on FA skeleton (right),dMRI skeleton,
25396,Mean OD in splenium of corpus callosum on FA skeleton,dMRI skeleton,
25405,Mean OD in superior cerebellar peduncle on FA skeleton (left),dMRI skeleton,
25404,Mean OD in superior cerebellar peduncle on FA skeleton (right),dMRI skeleton,
25417,Mean OD in superior corona radiata on FA skeleton (left),dMRI skeleton,
25416,Mean OD in superior corona radiata on FA skeleton (right),dMRI skeleton,
25435,Mean OD in superior fronto-occipital fasciculus on FA skeleton (left),dMRI skeleton,
25434,Mean OD in superior fronto-occipital fasciculus on FA skeleton (right),dMRI skeleton,
25433,Mean OD in superior longitudinal fasciculus on FA skeleton (left),dMRI skeleton,
25432,Mean OD in superior longitudinal fasciculus on FA skeleton (right),dMRI skeleton,
25439,Mean OD in tapetum on FA skeleton (left),dMRI skeleton,
25438,Mean OD in tapetum on FA skeleton (right),dMRI skeleton,
25437,Mean OD in uncinate fasciculus on FA skeleton (left),dMRI skeleton,
25436,Mean OD in uncinate fasciculus on FA skeleton (right),dMRI skeleton,
12687,Mean arterial pressure during PWA,Pulse wave analysis,
22671,Mean carotid IMT (intima-medial thickness) at 120 degrees,Carotid ultrasound,
22674,Mean carotid IMT (intima-medial thickness) at 150 degrees,Carotid ultrasound,
22677,Mean carotid IMT (intima-medial thickness) at 210 degrees,Carotid ultrasound,
22680,Mean carotid IMT (intima-medial thickness) at 240 degrees,Carotid ultrasound,
30050,Mean corpuscular haemoglobin,Blood count,
30054,Mean corpuscular haemoglobin acquisition route,Blood count processing,
30052,Mean corpuscular haemoglobin acquisition time,Blood count processing,
30060,Mean corpuscular haemoglobin concentration,Blood count,
30064,Mean corpuscular haemoglobin concentration acquisition route,Blood count processing,
30062,Mean corpuscular haemoglobin concentration acquisition time,Blood count processing,
30063,Mean corpuscular haemoglobin concentration device ID,Blood count processing,
30061,Mean corpuscular haemoglobin concentration freeze-thaw cycles,Blood count processing,
30053,Mean corpuscular haemoglobin device ID,Blood count processing,
30051,Mean corpuscular haemoglobin freeze-thaw cycles,Blood count processing,
30040,Mean corpuscular volume,Blood count,
30044,Mean corpuscular volume acquisition route,Blood count processing,
30042,Mean corpuscular volume acquisition time,Blood count processing,
30043,Mean corpuscular volume device ID,Blood count processing,
30041,Mean corpuscular volume freeze-thaw cycles,Blood count processing,
26501,Mean intensity of 3rd-Ventricle (whole brain),Freesurfer ASEG,
26502,Mean intensity of 4th-Ventricle (whole brain),Freesurfer ASEG,
26503,Mean intensity of 5th-Ventricle (whole brain),Freesurfer ASEG,
26548,Mean intensity of Accumbens-area (left hemisphere),Freesurfer ASEG,
26579,Mean intensity of Accumbens-area (right hemisphere),Freesurfer ASEG,
26547,Mean intensity of Amygdala (left hemisphere),Freesurfer ASEG,
26578,Mean intensity of Amygdala (right hemisphere),Freesurfer ASEG,
26504,Mean intensity of Brain-Stem (whole brain),Freesurfer ASEG,
26513,Mean intensity of CC-Anterior (whole brain),Freesurfer ASEG,
26511,Mean intensity of CC-Central (whole brain),Freesurfer ASEG,
26512,Mean intensity of CC-Mid-Anterior (whole brain),Freesurfer ASEG,
26510,Mean intensity of CC-Mid-Posterior (whole brain),Freesurfer ASEG,
26509,Mean intensity of CC-Posterior (whole brain),Freesurfer ASEG,
26505,Mean intensity of CSF (whole brain),Freesurfer ASEG,
26543,Mean intensity of Caudate (left hemisphere),Freesurfer ASEG,
26574,Mean intensity of Caudate (right hemisphere),Freesurfer ASEG,
26541,Mean intensity of Cerebellum-Cortex (left hemisphere),Freesurfer ASEG,
26572,Mean intensity of Cerebellum-Cortex (right hemisphere),Freesurfer ASEG,
26540,Mean intensity of Cerebellum-White-Matter (left hemisphere),Freesurfer ASEG,
26571,Mean intensity of Cerebellum-White-Matter (right hemisphere),Freesurfer ASEG,
26546,Mean intensity of Hippocampus (left hemisphere),Freesurfer ASEG,
26577,Mean intensity of Hippocampus (right hemisphere),Freesurfer ASEG,
26539,Mean intensity of Inf-Lat-Vent (left hemisphere),Freesurfer ASEG,
26570,Mean intensity of Inf-Lat-Vent (right hemisphere),Freesurfer ASEG,
26538,Mean intensity of Lateral-Ventricle (left hemisphere),Freesurfer ASEG,
26569,Mean intensity of Lateral-Ventricle (right hemisphere),Freesurfer ASEG,
26508,Mean intensity of Optic-Chiasm (whole brain),Freesurfer ASEG,
26545,Mean intensity of Pallidum (left hemisphere),Freesurfer ASEG,
26576,Mean intensity of Pallidum (right hemisphere),Freesurfer ASEG,
26544,Mean intensity of Putamen (left hemisphere),Freesurfer ASEG,
26575,Mean intensity of Putamen (right hemisphere),Freesurfer ASEG,
26542,Mean intensity of Thalamus-Proper (left hemisphere),Freesurfer ASEG,
26573,Mean intensity of Thalamus-Proper (right hemisphere),Freesurfer ASEG,
26549,Mean intensity of VentralDC (left hemisphere),Freesurfer ASEG,
26580,Mean intensity of VentralDC (right hemisphere),Freesurfer ASEG,
26506,Mean intensity of WM-hypointensities (whole brain),Freesurfer ASEG,
26551,Mean intensity of choroid-plexus (left hemisphere),Freesurfer ASEG,
26582,Mean intensity of choroid-plexus (right hemisphere),Freesurfer ASEG,
26507,Mean intensity of non-WM-hypointensities (whole brain),Freesurfer ASEG,
26550,Mean intensity of vessel (left hemisphere),Freesurfer ASEG,
26581,Mean intensity of vessel (right hemisphere),Freesurfer ASEG,
27853,Mean of vertical disc diameter (left),Derived OCT measures,
27854,Mean of vertical disc diameter (right),Derived OCT measures,
30100,Mean platelet (thrombocyte) volume,Blood count,
30104,Mean platelet (thrombocyte) volume acquisition route,Blood count processing,
30102,Mean platelet (thrombocyte) volume acquisition time,Blood count processing,
30103,Mean platelet (thrombocyte) volume device ID,Blood count processing,
30101,Mean platelet (thrombocyte) volume freeze-thaw cycles,Blood count processing,
30260,Mean reticulocyte volume,Blood count,
30264,Mean reticulocyte volume acquisition route,Blood count processing,
30262,Mean reticulocyte volume acquisition time,Blood count processing,
30263,Mean reticulocyte volume device ID,Blood count processing,
30261,Mean reticulocyte volume freeze-thaw cycles,Blood count processing,
25741,"Mean rfMRI head motion, averaged across space and time points",Resting functional brain MRI,
4233,"Mean signal-to-noise ratio (SNR), (left)",Hearing test,
4244,"Mean signal-to-noise ratio (SNR), (right)",Hearing test,
30270,Mean sphered cell volume,Blood count,
30274,Mean sphered cell volume acquisition route,Blood count processing,
30272,Mean sphered cell volume acquisition time,Blood count processing,
30273,Mean sphered cell volume device ID,Blood count processing,
30271,Mean sphered cell volume freeze-thaw cycles,Blood count processing,
25742,"Mean tfMRI head motion, averaged across space and time points",Task functional brain MRI,
27073,Mean thickness of BA1 (left hemisphere),Freesurfer BA exvivo,
27115,Mean thickness of BA1 (right hemisphere),Freesurfer BA exvivo,
27074,Mean thickness of BA2 (left hemisphere),Freesurfer BA exvivo,
27116,Mean thickness of BA2 (right hemisphere),Freesurfer BA exvivo,
27075,Mean thickness of BA3a (left hemisphere),Freesurfer BA exvivo,
27117,Mean thickness of BA3a (right hemisphere),Freesurfer BA exvivo,
27076,Mean thickness of BA3b (left hemisphere),Freesurfer BA exvivo,
27118,Mean thickness of BA3b (right hemisphere),Freesurfer BA exvivo,
27080,Mean thickness of BA44 (left hemisphere),Freesurfer BA exvivo,
27122,Mean thickness of BA44 (right hemisphere),Freesurfer BA exvivo,
27081,Mean thickness of BA45 (left hemisphere),Freesurfer BA exvivo,
27123,Mean thickness of BA45 (right hemisphere),Freesurfer BA exvivo,
27077,Mean thickness of BA4a (left hemisphere),Freesurfer BA exvivo,
27119,Mean thickness of BA4a (right hemisphere),Freesurfer BA exvivo,
27078,Mean thickness of BA4p (left hemisphere),Freesurfer BA exvivo,
27120,Mean thickness of BA4p (right hemisphere),Freesurfer BA exvivo,
27079,Mean thickness of BA6 (left hemisphere),Freesurfer BA exvivo,
27121,Mean thickness of BA6 (right hemisphere),Freesurfer BA exvivo,
27408,Mean thickness of G+S-cingul-Ant (left hemisphere),Freesurfer a2009s,
27630,Mean thickness of G+S-cingul-Ant (right hemisphere),Freesurfer a2009s,
27409,Mean thickness of G+S-cingul-Mid-Ant (left hemisphere),Freesurfer a2009s,
27631,Mean thickness of G+S-cingul-Mid-Ant (right hemisphere),Freesurfer a2009s,
27410,Mean thickness of G+S-cingul-Mid-Post (left hemisphere),Freesurfer a2009s,
27632,Mean thickness of G+S-cingul-Mid-Post (right hemisphere),Freesurfer a2009s,
27403,Mean thickness of G+S-frontomargin (left hemisphere),Freesurfer a2009s,
27625,Mean thickness of G+S-frontomargin (right hemisphere),Freesurfer a2009s,
27404,Mean thickness of G+S-occipital-inf (left hemisphere),Freesurfer a2009s,
27626,Mean thickness of G+S-occipital-inf (right hemisphere),Freesurfer a2009s,
27405,Mean thickness of G+S-paracentral (left hemisphere),Freesurfer a2009s,
27627,Mean thickness of G+S-paracentral (right hemisphere),Freesurfer a2009s,
27406,Mean thickness of G+S-subcentral (left hemisphere),Freesurfer a2009s,
27628,Mean thickness of G+S-subcentral (right hemisphere),Freesurfer a2009s,
